fine_label_id,coarse_label_id,coarse_label_name
368,11,large_omnivores_and_herbivores
369,11,large_omnivores_and_herbivores
370,18,vehicles_1
371,9,large_man-made_outdoor_things
372,1,fish
373,10,large_natural_outdoor_scenes
374,5,household_electrical_devices
375,13,non-insect_invertebrates
376,11,large_omnivores_and_herbivores
377,7,insects
378,18,vehicles_1
379,4,fruit_and_vegetables
380,0,aquatic_mammals
381,19,vehicles_2
382,14,people
383,8,large_carnivores
384,19,vehicles_2
385,3,food_containers
386,8,large_carnivores
387,14,people
388,6,household_furniture
389,0,aquatic_mammals
390,18,vehicles_1
391,15,reptiles
392,18,vehicles_1
393,7,insects
394,1,fish
395,8,large_carnivores
396,16,small_mammals
397,17,trees
398,3,food_containers
399,15,reptiles
400,0,aquatic_mammals
401,14,people
402,4,fruit_and_vegetables
403,5,household_electrical_devices
404,18,vehicles_1
405,5,household_electrical_devices
406,17,trees
407,7,insects
408,18,vehicles_1
409,6,household_furniture
410,8,large_carnivores
411,13,non-insect_invertebrates
412,11,large_omnivores_and_herbivores
413,7,insects
414,4,fruit_and_vegetables
415,9,large_man-made_outdoor_things
416,10,large_natural_outdoor_scenes
417,19,vehicles_2
418,17,trees
419,2,flowers
420,7,insects
421,18,vehicles_1
422,13,non-insect_invertebrates
423,10,large_natural_outdoor_scenes
424,5,household_electrical_devices
425,17,trees
426,1,fish
427,18,vehicles_1
428,8,large_carnivores
429,7,insects
430,11,large_omnivores_and_herbivores
431,9,large_man-made_outdoor_things
432,16,small_mammals
433,3,food_containers
434,10,large_natural_outdoor_scenes
435,12,medium_mammals
436,10,large_natural_outdoor_scenes
437,7,insects
438,0,aquatic_mammals
439,12,medium_mammals
440,7,insects
441,4,fruit_and_vegetables
442,17,trees
443,10,large_natural_outdoor_scenes
444,12,medium_mammals
445,2,flowers
446,15,reptiles
447,13,non-insect_invertebrates
448,12,medium_mammals
449,1,fish
450,6,household_furniture
451,18,vehicles_1
452,18,vehicles_1
453,15,reptiles
454,9,large_man-made_outdoor_things
455,14,people
456,2,flowers
457,13,non-insect_invertebrates
458,8,large_carnivores
459,4,fruit_and_vegetables
460,2,flowers
461,12,medium_mammals
462,10,large_natural_outdoor_scenes
463,16,small_mammals
464,6,household_furniture
465,18,vehicles_1
466,2,flowers
467,10,large_natural_outdoor_scenes
468,3,food_containers
469,3,food_containers
470,15,reptiles
471,17,trees
472,2,flowers
473,3,food_containers
474,8,large_carnivores
475,6,household_furniture
476,11,large_omnivores_and_herbivores
477,19,vehicles_2
478,5,household_electrical_devices
479,10,large_natural_outdoor_scenes
480,19,vehicles_2
481,7,insects
482,7,insects
483,8,large_carnivores
484,5,household_electrical_devices
485,11,large_omnivores_and_herbivores
486,0,aquatic_mammals
487,17,trees
488,0,aquatic_mammals
489,19,vehicles_2
490,14,people
491,8,large_carnivores
492,7,insects
493,14,people
494,10,large_natural_outdoor_scenes
495,19,vehicles_2
496,5,household_electrical_devices
497,4,fruit_and_vegetables
498,2,flowers
499,15,reptiles
500,19,vehicles_2
501,17,trees
502,1,fish
503,19,vehicles_2
504,13,non-insect_invertebrates
505,0,aquatic_mammals
506,9,large_man-made_outdoor_things
507,7,insects
508,1,fish
509,6,household_furniture
510,2,flowers
511,2,flowers
512,10,large_natural_outdoor_scenes
513,4,fruit_and_vegetables
514,16,small_mammals
515,10,large_natural_outdoor_scenes
516,10,large_natural_outdoor_scenes
517,17,trees
518,19,vehicles_2
519,5,household_electrical_devices
520,11,large_omnivores_and_herbivores
521,19,vehicles_2
522,9,large_man-made_outdoor_things
523,8,large_carnivores
524,2,flowers
525,13,non-insect_invertebrates
526,10,large_natural_outdoor_scenes
527,15,reptiles
528,4,fruit_and_vegetables
529,11,large_omnivores_and_herbivores
530,8,large_carnivores
531,8,large_carnivores
532,3,food_containers
533,11,large_omnivores_and_herbivores
534,10,large_natural_outdoor_scenes
535,6,household_furniture
536,16,small_mammals
537,12,medium_mammals
538,6,household_furniture
539,13,non-insect_invertebrates
540,18,vehicles_1
541,10,large_natural_outdoor_scenes
542,6,household_furniture
543,1,fish
544,3,food_containers
545,0,aquatic_mammals
546,1,fish
547,0,aquatic_mammals
548,4,fruit_and_vegetables
549,1,fish
550,10,large_natural_outdoor_scenes
551,5,household_electrical_devices
552,13,non-insect_invertebrates
553,19,vehicles_2
554,19,vehicles_2
555,19,vehicles_2
556,13,non-insect_invertebrates
557,17,trees
558,4,fruit_and_vegetables
559,14,people
560,18,vehicles_1
561,16,small_mammals
562,14,people
563,14,people
564,0,aquatic_mammals
565,16,small_mammals
566,9,large_man-made_outdoor_things
567,17,trees
568,10,large_natural_outdoor_scenes
569,6,household_furniture
570,19,vehicles_2
571,6,household_furniture
572,2,flowers
573,3,food_containers
574,10,large_natural_outdoor_scenes
575,18,vehicles_1
576,18,vehicles_1
577,11,large_omnivores_and_herbivores
578,14,people
579,1,fish
580,14,people
581,16,small_mammals
582,2,flowers
583,10,large_natural_outdoor_scenes
584,18,vehicles_1
585,12,medium_mammals
586,4,fruit_and_vegetables
587,4,fruit_and_vegetables
588,9,large_man-made_outdoor_things
589,13,non-insect_invertebrates
590,4,fruit_and_vegetables
591,2,flowers
592,4,fruit_and_vegetables
593,11,large_omnivores_and_herbivores
594,16,small_mammals
595,1,fish
596,3,food_containers
597,14,people
598,14,people
599,14,people
600,5,household_electrical_devices
601,11,large_omnivores_and_herbivores
602,17,trees
603,19,vehicles_2
604,5,household_electrical_devices
605,9,large_man-made_outdoor_things
606,7,insects
607,2,flowers
608,9,large_man-made_outdoor_things
609,0,aquatic_mammals
610,17,trees
611,6,household_furniture
612,8,large_carnivores
613,1,fish
614,14,people
615,16,small_mammals
616,8,large_carnivores
617,10,large_natural_outdoor_scenes
618,7,insects
619,10,large_natural_outdoor_scenes
620,6,household_furniture
621,7,insects
622,13,non-insect_invertebrates
623,15,reptiles
624,9,large_man-made_outdoor_things
625,2,flowers
626,6,household_furniture
627,12,medium_mammals
628,1,fish
629,17,trees
630,19,vehicles_2
631,4,fruit_and_vegetables
632,5,household_electrical_devices
633,19,vehicles_2
634,13,non-insect_invertebrates
635,6,household_furniture
636,6,household_furniture
637,14,people
638,0,aquatic_mammals
639,19,vehicles_2
640,13,non-insect_invertebrates
641,5,household_electrical_devices
642,13,non-insect_invertebrates
643,1,fish
644,17,trees
645,16,small_mammals
646,4,fruit_and_vegetables
647,6,household_furniture
648,16,small_mammals
649,2,flowers
650,2,flowers
651,0,aquatic_mammals
652,10,large_natural_outdoor_scenes
653,10,large_natural_outdoor_scenes
654,19,vehicles_2
655,13,non-insect_invertebrates
656,1,fish
657,14,people
658,4,fruit_and_vegetables
659,7,insects
660,3,food_containers
661,15,reptiles
662,15,reptiles
663,18,vehicles_1
664,8,large_carnivores
665,16,small_mammals
666,14,people
667,6,household_furniture
668,5,household_electrical_devices
669,0,aquatic_mammals
670,3,food_containers
671,4,fruit_and_vegetables
672,14,people
673,19,vehicles_2
674,6,household_furniture
675,19,vehicles_2
676,2,flowers
677,15,reptiles
678,15,reptiles
679,8,large_carnivores
680,10,large_natural_outdoor_scenes
681,4,fruit_and_vegetables
682,18,vehicles_1
683,11,large_omnivores_and_herbivores
684,16,small_mammals
685,4,fruit_and_vegetables
686,11,large_omnivores_and_herbivores
687,17,trees
688,6,household_furniture
689,17,trees
690,16,small_mammals
691,1,fish
692,14,people
693,9,large_man-made_outdoor_things
694,18,vehicles_1
695,13,non-insect_invertebrates
696,9,large_man-made_outdoor_things
697,16,small_mammals
698,12,medium_mammals
699,3,food_containers
700,9,large_man-made_outdoor_things
701,7,insects
702,0,aquatic_mammals
703,6,household_furniture
704,17,trees
705,9,large_man-made_outdoor_things
706,6,household_furniture
707,14,people
708,11,large_omnivores_and_herbivores
709,6,household_furniture
710,6,household_furniture
711,15,reptiles
712,12,medium_mammals
713,4,fruit_and_vegetables
714,7,insects
715,1,fish
716,16,small_mammals
717,9,large_man-made_outdoor_things
718,15,reptiles
719,2,flowers
720,19,vehicles_2
721,6,household_furniture
722,14,people
723,18,vehicles_1
724,12,medium_mammals
725,0,aquatic_mammals
726,11,large_omnivores_and_herbivores
727,2,flowers
728,16,small_mammals
729,11,large_omnivores_and_herbivores
730,15,reptiles
731,17,trees
732,1,fish
733,8,large_carnivores
734,1,fish
735,5,household_electrical_devices
736,19,vehicles_2
737,2,flowers
738,10,large_natural_outdoor_scenes
739,2,flowers
740,14,people
741,19,vehicles_2
742,8,large_carnivores
743,2,flowers
744,8,large_carnivores
745,14,people
746,18,vehicles_1
747,5,household_electrical_devices
748,16,small_mammals
749,3,food_containers
750,12,medium_mammals
751,2,flowers
752,4,fruit_and_vegetables
753,9,large_man-made_outdoor_things
754,6,household_furniture
755,10,large_natural_outdoor_scenes
756,4,fruit_and_vegetables
757,15,reptiles
758,13,non-insect_invertebrates
759,19,vehicles_2
760,4,fruit_and_vegetables
761,3,food_containers
762,11,large_omnivores_and_herbivores
763,7,insects
764,6,household_furniture
765,9,large_man-made_outdoor_things
766,6,household_furniture
767,14,people
768,2,flowers
769,15,reptiles
770,15,reptiles
771,13,non-insect_invertebrates
772,11,large_omnivores_and_herbivores
773,4,fruit_and_vegetables
774,16,small_mammals
775,9,large_man-made_outdoor_things
776,17,trees
777,12,medium_mammals
778,15,reptiles
779,5,household_electrical_devices
780,9,large_man-made_outdoor_things
781,3,food_containers
782,0,aquatic_mammals
783,19,vehicles_2
784,16,small_mammals
785,18,vehicles_1
786,18,vehicles_1
787,17,trees
788,2,flowers
789,4,fruit_and_vegetables
790,12,medium_mammals
791,18,vehicles_1
792,4,fruit_and_vegetables
793,15,reptiles
794,12,medium_mammals
795,14,people
796,4,fruit_and_vegetables
797,12,medium_mammals
798,19,vehicles_2
799,7,insects
800,12,medium_mammals
801,0,aquatic_mammals
802,16,small_mammals
803,19,vehicles_2
804,6,household_furniture
805,7,insects
806,18,vehicles_1
807,3,food_containers
808,8,large_carnivores
809,17,trees
810,9,large_man-made_outdoor_things
811,9,large_man-made_outdoor_things
812,8,large_carnivores
813,12,medium_mammals
814,10,large_natural_outdoor_scenes
815,5,household_electrical_devices
816,12,medium_mammals
817,13,non-insect_invertebrates
818,11,large_omnivores_and_herbivores
819,10,large_natural_outdoor_scenes
820,0,aquatic_mammals
821,13,non-insect_invertebrates
822,4,fruit_and_vegetables
823,10,large_natural_outdoor_scenes
824,0,aquatic_mammals
825,0,aquatic_mammals
826,12,medium_mammals
827,9,large_man-made_outdoor_things
828,14,people
829,12,medium_mammals
830,17,trees
831,19,vehicles_2
832,12,medium_mammals
833,12,medium_mammals
834,10,large_natural_outdoor_scenes
835,16,small_mammals
836,13,non-insect_invertebrates
837,2,flowers
838,7,insects
839,18,vehicles_1
840,16,small_mammals
841,16,small_mammals
842,13,non-insect_invertebrates
843,3,food_containers
844,10,large_natural_outdoor_scenes
845,9,large_man-made_outdoor_things
846,13,non-insect_invertebrates
847,17,trees
848,16,small_mammals
849,17,trees
850,19,vehicles_2
851,19,vehicles_2
852,11,large_omnivores_and_herbivores
853,5,household_electrical_devices
854,16,small_mammals
855,14,people
856,10,large_natural_outdoor_scenes
857,16,small_mammals
858,6,household_furniture
859,1,fish
860,14,people
861,4,fruit_and_vegetables
862,9,large_man-made_outdoor_things
863,13,non-insect_invertebrates
864,2,flowers
865,16,small_mammals
866,12,medium_mammals
867,0,aquatic_mammals
868,9,large_man-made_outdoor_things
869,1,fish
870,11,large_omnivores_and_herbivores
871,2,flowers
872,5,household_electrical_devices
873,19,vehicles_2
874,4,fruit_and_vegetables
875,7,insects
876,11,large_omnivores_and_herbivores
877,6,household_furniture
878,14,people
879,14,people
880,4,fruit_and_vegetables
881,16,small_mammals
882,9,large_man-made_outdoor_things
883,16,small_mammals
884,13,non-insect_invertebrates
885,14,people
886,8,large_carnivores
887,19,vehicles_2
888,14,people
889,3,food_containers
890,12,medium_mammals
891,0,aquatic_mammals
892,15,reptiles
893,13,non-insect_invertebrates
894,0,aquatic_mammals
895,9,large_man-made_outdoor_things
896,7,insects
897,2,flowers
898,1,fish
899,2,flowers
900,14,people
901,10,large_natural_outdoor_scenes
902,7,insects
903,8,large_carnivores
904,1,fish
905,15,reptiles
906,15,reptiles
907,2,flowers
908,6,household_furniture
909,19,vehicles_2
910,8,large_carnivores
911,12,medium_mammals
912,5,household_electrical_devices
913,2,flowers
914,15,reptiles
915,4,fruit_and_vegetables
916,0,aquatic_mammals
917,11,large_omnivores_and_herbivores
918,16,small_mammals
919,10,large_natural_outdoor_scenes
920,6,household_furniture
921,18,vehicles_1
922,18,vehicles_1
923,10,large_natural_outdoor_scenes
924,10,large_natural_outdoor_scenes
925,6,household_furniture
926,6,household_furniture
927,11,large_omnivores_and_herbivores
928,3,food_containers
929,14,people
930,15,reptiles
931,8,large_carnivores
932,9,large_man-made_outdoor_things
933,5,household_electrical_devices
934,0,aquatic_mammals
935,19,vehicles_2
936,12,medium_mammals
937,5,household_electrical_devices
938,7,insects
939,8,large_carnivores
940,14,people
941,13,non-insect_invertebrates
942,3,food_containers
943,8,large_carnivores
944,1,fish
945,5,household_electrical_devices
946,3,food_containers
947,2,flowers
948,6,household_furniture
949,8,large_carnivores
950,7,insects
951,0,aquatic_mammals
952,7,insects
953,5,household_electrical_devices
954,0,aquatic_mammals
955,1,fish
956,11,large_omnivores_and_herbivores
957,7,insects
958,16,small_mammals
959,12,medium_mammals
960,1,fish
961,7,insects
962,13,non-insect_invertebrates
963,18,vehicles_1
964,18,vehicles_1
965,1,fish
966,3,food_containers
967,15,reptiles
968,14,people
969,8,large_carnivores
970,11,large_omnivores_and_herbivores
971,4,fruit_and_vegetables
972,12,medium_mammals
973,17,trees
974,12,medium_mammals
975,19,vehicles_2
976,2,flowers
977,3,food_containers
978,9,large_man-made_outdoor_things
979,6,household_furniture
980,15,reptiles
981,8,large_carnivores
982,17,trees
983,16,small_mammals
984,18,vehicles_1
985,1,fish
986,4,fruit_and_vegetables
987,8,large_carnivores
988,10,large_natural_outdoor_scenes
989,6,household_furniture
990,13,non-insect_invertebrates
991,13,non-insect_invertebrates
992,13,non-insect_invertebrates
993,0,aquatic_mammals
994,6,household_furniture
995,0,aquatic_mammals
996,18,vehicles_1
997,10,large_natural_outdoor_scenes
998,19,vehicles_2
999,17,trees
1000,2,flowers
1001,0,aquatic_mammals
1002,4,fruit_and_vegetables
1003,14,people
1004,14,people
1005,7,insects
1006,17,trees
1007,19,vehicles_2
1008,12,medium_mammals
1009,7,insects
1010,1,fish
1011,13,non-insect_invertebrates
1012,0,aquatic_mammals
1013,8,large_carnivores
1014,1,fish
1015,7,insects
1016,9,large_man-made_outdoor_things
1017,1,fish
1018,9,large_man-made_outdoor_things
1019,0,aquatic_mammals
1020,4,fruit_and_vegetables
1021,14,people
1022,9,large_man-made_outdoor_things
1023,18,vehicles_1
1024,16,small_mammals
1025,1,fish
1026,1,fish
1027,1,fish
1028,10,large_natural_outdoor_scenes
1029,2,flowers
1030,15,reptiles
1031,6,household_furniture
1032,17,trees
1033,6,household_furniture
1034,18,vehicles_1
1035,7,insects
1036,10,large_natural_outdoor_scenes
1037,15,reptiles
1038,12,medium_mammals
1039,3,food_containers
1040,9,large_man-made_outdoor_things
1041,15,reptiles
1042,15,reptiles
1043,7,insects
1044,12,medium_mammals
1045,12,medium_mammals
1046,0,aquatic_mammals
1047,16,small_mammals
1048,17,trees
1049,12,medium_mammals
1050,13,non-insect_invertebrates
1051,3,food_containers
1052,11,large_omnivores_and_herbivores
1053,16,small_mammals
1054,7,insects
1055,15,reptiles
1056,2,flowers
1057,4,fruit_and_vegetables
1058,12,medium_mammals
1059,4,fruit_and_vegetables
1060,19,vehicles_2
1061,15,reptiles
1062,5,household_electrical_devices
1063,1,fish
1064,3,food_containers
1065,8,large_carnivores
1066,16,small_mammals
1067,14,people
1068,19,vehicles_2
1069,10,large_natural_outdoor_scenes
1070,11,large_omnivores_and_herbivores
1071,16,small_mammals
1072,4,fruit_and_vegetables
1073,1,fish
1074,18,vehicles_1
1075,16,small_mammals
1076,12,medium_mammals
1077,7,insects
1078,14,people
1079,0,aquatic_mammals
1080,9,large_man-made_outdoor_things
1081,16,small_mammals
1082,1,fish
1083,5,household_electrical_devices
1084,9,large_man-made_outdoor_things
1085,15,reptiles
1086,12,medium_mammals
1087,7,insects
1088,1,fish
1089,7,insects
1090,16,small_mammals
1091,4,fruit_and_vegetables
1092,6,household_furniture
1093,10,large_natural_outdoor_scenes
1094,4,fruit_and_vegetables
1095,18,vehicles_1
1096,16,small_mammals
1097,10,large_natural_outdoor_scenes
1098,4,fruit_and_vegetables
1099,1,fish
1100,9,large_man-made_outdoor_things
1101,1,fish
1102,2,flowers
1103,2,flowers
1104,2,flowers
1105,19,vehicles_2
1106,14,people
1107,12,medium_mammals
1108,18,vehicles_1
1109,14,people
1110,7,insects
1111,10,large_natural_outdoor_scenes
1112,2,flowers
1113,11,large_omnivores_and_herbivores
1114,18,vehicles_1
1115,18,vehicles_1
1116,11,large_omnivores_and_herbivores
1117,16,small_mammals
1118,15,reptiles
1119,8,large_carnivores
1120,9,large_man-made_outdoor_things
1121,17,trees
1122,6,household_furniture
1123,12,medium_mammals
1124,16,small_mammals
1125,12,medium_mammals
1126,4,fruit_and_vegetables
1127,19,vehicles_2
1128,17,trees
1129,1,fish
1130,3,food_containers
1131,13,non-insect_invertebrates
1132,18,vehicles_1
1133,7,insects
1134,7,insects
1135,15,reptiles
1136,2,flowers
1137,5,household_electrical_devices
1138,18,vehicles_1
1139,9,large_man-made_outdoor_things
1140,10,large_natural_outdoor_scenes
1141,18,vehicles_1
1142,13,non-insect_invertebrates
1143,2,flowers
1144,2,flowers
1145,1,fish
1146,14,people
1147,10,large_natural_outdoor_scenes
1148,0,aquatic_mammals
1149,16,small_mammals
1150,11,large_omnivores_and_herbivores
1151,15,reptiles
1152,19,vehicles_2
1153,9,large_man-made_outdoor_things
1154,19,vehicles_2
1155,7,insects
1156,11,large_omnivores_and_herbivores
1157,16,small_mammals
1158,18,vehicles_1
1159,7,insects
1160,17,trees
1161,18,vehicles_1
1162,9,large_man-made_outdoor_things
1163,11,large_omnivores_and_herbivores
1164,13,non-insect_invertebrates
1165,3,food_containers
1166,10,large_natural_outdoor_scenes
1167,17,trees
1168,8,large_carnivores
1169,12,medium_mammals
1170,18,vehicles_1
1171,18,vehicles_1
1172,11,large_omnivores_and_herbivores
1173,3,food_containers
1174,8,large_carnivores
1175,16,small_mammals
1176,18,vehicles_1
1177,11,large_omnivores_and_herbivores
1178,2,flowers
1179,18,vehicles_1
1180,0,aquatic_mammals
1181,12,medium_mammals
1182,12,medium_mammals
1183,11,large_omnivores_and_herbivores
1184,13,non-insect_invertebrates
1185,9,large_man-made_outdoor_things
1186,5,household_electrical_devices
1187,13,non-insect_invertebrates
1188,15,reptiles
1189,6,household_furniture
1190,5,household_electrical_devices
1191,7,insects
1192,10,large_natural_outdoor_scenes
1193,11,large_omnivores_and_herbivores
1194,16,small_mammals
1195,14,people
1196,17,trees
1197,2,flowers
1198,14,people
1199,11,large_omnivores_and_herbivores
1200,5,household_electrical_devices
1201,7,insects
1202,13,non-insect_invertebrates
1203,5,household_electrical_devices
1204,15,reptiles
1205,0,aquatic_mammals
1206,19,vehicles_2
1207,15,reptiles
1208,10,large_natural_outdoor_scenes
1209,4,fruit_and_vegetables
1210,6,household_furniture
1211,18,vehicles_1
1212,16,small_mammals
